,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.5
2,1.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.3
3,1.0,3.0,4.0,2.0,1.0,1.0,7.0,6.0,4.0,0.5714285714285714,0.8,0.6666666666666666,0.35714285714285715,0.5,0.41666666666666663,0.25,0.3
4,0.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.5,0.6,0.5454545454545454,0.2,0.4
5,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
mean,0.6,1.2,4.4,1.2,2.0,1.2,5.0,3.0,1.8,0.800952380952381,0.8800000000000001,0.8351515151515152,0.5114285714285713,0.5599999999999999,0.5324242424242425,0.27,0.44000000000000006
std,0.5477225575051662,1.0954451150103324,0.5477225575051662,1.0954451150103324,1.0,0.4472135954999579,1.4142135623730951,2.23606797749979,1.4832396974191326,0.15276736719838316,0.1095445115010332,0.12599648718994386,0.12222428363547105,0.08944271909999157,0.10458716778720221,0.07582875444051551,0.1673320053068151
